CO_ANO,CO_MES,CO_NCM,CO_UNID,CO_PAIS,SG_UF_NCM,CO_VIA,CO_URF,QT_ESTAT,KG_LIQUIDO,VL_FOB,VL_FRETE,VL_SEGURO
2022,6,85363090,11,249,SE,4,817600,1,6,574,31,0
2022,8,90329010,10,160,SP,4,817700,242,242,277626,6551,213
2022,7,29122990,10,160,SP,1,817800,5630,5630,67778,3668,23
2022,6,29322000,10,160,SP,1,817800,85790,85790,1584931,24876,353
2022,8,73181500,10,275,SP,1,817800,17729,17729,118095,8088,67
2022,5,39174090,10,249,MG,4,817700,10,10,1017,148,0
2022,4,83021000,10,791,PR,1,917800,16898,16898,146747,5554,25
2022,1,85389090,10,160,SP,1,817800,69429,69429,1188255,156479,996
2022,9,85322200,11,65,SP,4,817600,50,0,5,0,0
2022,1,63071000,10,351,SP,4,817700,2,2,52,49,0
2022,7,84249090,10,399,SP,4,817600,11,11,5807,235,1
2022,7,73181500,10,791,SC,1,817800,41,41,225,21,0
2022,6,94053100,10,160,RJ,1,717600,218314,218314,426580,104775,0
2022,11,40169300,10,161,SC,4,927800,6,6,494,87,2
2022,11,39191020,10,249,SP,4,817700,37,37,5734,717,2
2022,6,48239099,10,249,SP,1,817800,8451,8451,225802,3570,223
2022,6,73064000,10,23,SP,4,817700,8,8,274,658,1
2022,8,96035000,11,386,SP,4,817700,1066,125,3493,1277,3
2022,8,84433113,11,160,MG,1,817800,25,960,3268,246,4
2022,9,28070010,10,845,SC,7,1017701,27000,27000,9720,1478,4
2022,5,64041900,13,386,PE,4,817600,10,8,2294,76,3
2022,2,40114000,11,365,AM,1,227600,2560,10671,42574,17856,27
2022,8,73181600,10,386,PR,1,917800,5253,5253,58432,978,26
2022,4,76169900,10,386,PR,1,817800,38,38,757,36,0
2022,5,84818099,11,386,SC,1,927800,4036,523,20729,90,37
2022,5,85444200,10,160,ES,1,717600,6399,6399,19319,3224,0
2022,7,87089990,10,386,MG,1,717600,198578,198578,1363957,151104,1188
2022,9,87141000,10,63,SP,7,1017503,552,552,11619,558,2
2022,9,84149039,10,72,SP,4,817700,39,39,5921,308,4
2022,9,37079021,10,455,SC,1,927800,18,18,666,39,0
2022,4,28182010,10,399,SP,1,817800,100000,100000,122830,14950,53
2022,4,90278999,11,764,SP,1,817800,21540,337,27717,56,3
2022,12,32141010,10,573,RJ,4,717700,0,0,28,4,0
2022,1,73181500,10,573,SP,4,817700,917,917,16346,8611,11
2022,7,84129080,10,275,RJ,4,817700,0,0,5474,50,0
2022,3,40169990,10,827,SP,1,817800,12993,12993,115869,4004,62
2022,8,84807100,11,361,SP,4,817600,4,0,6,0,0
2022,5,84099113,11,160,RS,1,817800,40313,4627,322733,9725,30
2022,9,40103500,10,275,SP,4,817600,1,1,135,6,0
2022,11,39059190,10,628,SC,1,817800,8400,8400,85559,3738,110
2022,12,39071091,10,399,AM,1,227600,1200,1200,6459,2118,15
2022,12,84195090,11,160,PR,1,917800,311,1837,10867,1577,50
2022,3,84819090,10,245,SP,4,817600,38,38,44652,724,14
2022,1,90271000,11,399,SP,1,817800,95679,8417,1053519,5534,573
2022,9,73079900,10,249,MG,4,817700,108,108,3729,680,3
2022,5,84812090,11,764,SP,1,817800,6896,31452,672546,7893,135
2022,10,84818097,11,87,SP,4,817600,1,3,718,31,0
2022,11,90328929,11,670,SC,1,927800,252,45,4303,53,0
2022,8,84133090,11,776,GO,1,817800,1296,3214,25298,879,27
2022,3,85372090,10,23,SP,1,817800,4513,4513,59329,5122,53
2022,5,90318099,11,764,SP,4,817700,197,368,163174,4171,51
2022,6,29314911,10,160,SP,1,817800,5000,5000,10551,1321,7
2022,8,85361000,11,764,SP,1,817800,454,3,900,2,1
2022,9,85423920,11,160,AL,1,717600,90,1,88,0,0
2022,11,84439923,10,160,SP,4,817700,103,103,11274,2613,1
2022,8,84254910,11,249,SP,4,817700,149,259,16669,5774,81
2022,7,84212100,11,386,SP,4,817700,12,5,1092,51,0
2022,11,84129080,10,628,SP,1,817800,15,15,191,4,0
2022,8,72052100,10,23,SP,4,817600,250,250,4277,1286,1
2022,4,85114000,11,764,PR,1,917800,49,496,8928,138,1
2022,12,40169300,10,275,SP,4,817700,117,117,41831,3004,22
2022,5,42021900,11,23,SP,4,817600,40,151,9806,1030,3
2022,9,94016100,11,160,SC,1,927800,4473,27873,109645,44503,62
2022,7,76071990,10,249,SP,1,817800,565,565,20274,2079,7
2022,1,73181500,10,628,SP,4,817600,473,473,74520,8199,11
2022,2,39269090,10,245,SP,4,817700,82,82,4207,1970,3
2022,10,90271000,11,249,MG,4,617700,6,16,6445,515,51
2022,2,73182400,10,249,SP,4,817600,202,202,9078,4034,6
2022,9,85444900,10,386,SP,4,817700,89,89,2203,668,2
2022,8,84135090,11,160,RS,1,817800,160,4,858,1,0
2022,2,40092190,10,72,SP,4,817700,1,1,208,6,0
2022,11,39235000,10,72,PR,1,917800,124,124,1934,51,0
2022,10,83089090,10,160,SP,1,927700,5753,5753,6269,2030,0
2022,10,84145990,11,23,SP,4,817600,1463,3770,105711,44671,61
2022,6,39191090,10,190,SP,1,817800,303,303,3964,269,0
2022,2,85447010,10,160,MG,1,517800,45146,45146,114291,17200,0
2022,10,84213100,11,361,AM,4,227700,1,1,8,9,0
2022,5,84836090,11,399,SP,4,817600,526,409,25481,5914,4
2022,3,28539090,10,249,RJ,4,717700,26,26,862,151,0
2022,4,84314923,10,399,MG,1,817800,8,8,711,8,1
2022,9,73181600,10,399,SP,1,817800,179635,179635,1018713,167877,580
2022,2,40103900,10,161,SP,4,817600,39,39,1211,729,1
2022,9,29223990,10,149,GO,4,817700,0,0,88,3,0
2022,12,7115100,10,160,SC,1,927700,121500,121500,118778,20000,107
2022,12,38159099,10,160,MS,1,917800,2340,2340,20819,283,7
2022,12,85176259,11,23,SP,4,817700,2907,1605,901667,12959,843
2022,2,85439090,10,764,SP,4,817600,8,8,4912,65,5
2022,6,73269090,10,386,SP,4,817600,1256,1256,134260,13235,41
2022,12,25010090,10,576,RO,1,817800,219000,219000,57937,19500,0
2022,8,40103100,10,628,SP,1,817800,9798,9798,109061,2405,10
2022,8,73181500,10,386,MG,4,617700,324,324,13241,3496,6
2022,1,85319000,10,628,SC,4,817600,1,1,364,27,0
2022,3,85369090,11,249,SP,4,817700,10442416,6779,1015866,74637,942
2022,1,85423120,11,160,RS,4,817600,4869,1,3502,26,4
2022,3,85444200,10,69,SP,4,817700,732,732,14399,5560,6
2022,12,96200000,11,249,SP,4,817700,112,112,11809,1749,0
2022,12,69141000,10,361,RO,7,1017701,5663,5663,9390,264,28
2022,1,30021590,10,249,SC,4,817600,1036,1036,339434,12296,69
2022,10,40169300,10,249,SP,1,817800,51872,51872,2123564,47002,4054
2022,6,85013110,11,386,SP,1,817800,2163,1791,28752,663,18
2022,3,85394900,11,628,PR,4,817600,3,0,64,10,0
2022,11,73182900,10,160,SP,1,817800,315037,315037,1478190,194687,844
2022,2,90329091,10,271,SP,1,817800,4,4,41,1,0
2022,9,85423190,11,160,SP,4,817700,1185383,716,1328803,13287,641
2022,4,85444200,10,160,SP,1,817800,122127,122127,1399608,118345,1245
2022,10,82075090,10,767,SP,1,817800,0,0,121,0,0
2022,7,85234920,11,493,SP,4,817700,6,1,8,62,0
2022,1,85423120,11,776,RS,1,817800,8500,6,14637,28,15
2022,11,40092110,10,249,SC,1,817800,6230,6230,45362,7488,120
2022,11,94019900,10,23,SP,1,817800,69457,69457,588051,52811,6
2022,6,87082999,11,455,SP,1,817800,28264,4021,90999,26517,83
2022,2,85079020,10,628,RJ,1,717600,142,142,1617,219,0
2022,9,90308990,11,23,SP,1,817800,122,21,3402,12,5
2022,4,38221990,10,249,SP,4,817700,8313,8313,1852588,121643,353
2022,5,76161000,10,23,SP,4,817600,23,23,13714,912,9
2022,11,85362000,11,670,SP,4,917900,1,0,37,3,0
2022,11,84199039,10,386,SP,1,817800,154,154,1057,71,1
2022,1,85322420,11,249,PR,4,917900,15,0,116,2,0
2022,1,85364100,11,72,RS,4,1017801,2100,32,3045,251,2
2022,9,84219999,10,386,SP,1,817800,9559,9559,141459,8272,50
2022,2,35069190,10,249,SP,4,817700,485,485,27539,15621,15
2022,3,73151210,10,160,AM,1,227600,3159,3159,44873,632,1
2022,8,90262090,11,23,ES,4,727600,5,0,2189,67,2
2022,9,90183910,11,160,PR,4,917900,17000,89,2040,2041,0
2022,7,85423939,11,160,SP,4,817700,25970498,4875,7581391,177623,3231
2022,5,85369090,11,23,PR,1,917800,242036,2982,57877,1779,55
2022,4,29142910,10,160,SC,1,927800,1200,1200,13508,694,8
2022,7,94039900,10,160,RJ,1,717600,8,8,70,1,0
2022,5,90328984,11,386,SP,4,817600,24,69,9405,736,4
2022,10,40169990,10,160,SC,1,927700,12207,12207,17452,6438,2
2022,12,82060000,10,160,SC,1,927700,26226,26226,53564,5231,26
2022,3,40093290,10,249,SP,4,817700,794,794,56085,8090,208
2022,11,73079900,10,249,PR,4,917900,6,6,1453,1506,2
2022,9,76169900,10,160,MG,4,817700,14,14,3563,197,4
2022,3,40069000,10,249,SP,4,817700,9,9,3727,248,0
2022,12,85065090,11,603,SP,1,817800,14,1,478,1,0
2022,3,84139190,10,791,SP,4,817700,65,65,6306,537,4
2022,2,84219999,10,628,SP,1,817800,10649,10649,300283,13436,87
2022,3,85444900,10,776,AM,4,227700,27,27,7403,1152,4
2022,8,85444200,10,160,SP,4,817600,6000,6000,475938,98571,469
2022,9,84833090,11,72,SP,1,817800,27,7,2474,13,0
2022,5,85363010,11,160,SP,4,817700,15302,6,4260,185,12
2022,11,87149990,10,160,AM,1,227600,18756,18756,123120,18369,22
2022,6,84138100,11,23,SP,4,817700,138,1618,105693,18344,121
2022,2,85299020,10,160,AM,4,227700,25790,25790,2181876,971648,961
2022,4,39174090,10,275,PR,1,917800,926,926,23144,627,5
2022,4,39269021,10,445,SP,4,817600,0,0,77,139,0
2022,1,84249090,10,493,PE,1,417902,46,46,5241,215,3
2022,7,84842000,10,232,RS,4,817700,2,2,1343,17,0
2022,9,82079000,10,160,RS,1,1017700,512,512,3828,357,5
2022,4,95059000,10,160,PE,1,317900,16742,16742,21149,13172,0
2022,2,85285920,11,573,SP,4,817700,10,12,6964,188,4
2022,12,85182990,11,160,PA,1,217800,18600,2150,5339,1443,0
2022,5,40082100,10,160,AM,4,227700,273,273,60424,4200,11
2022,8,85122022,11,160,SP,4,817700,3006,343,10820,6727,2
2022,11,73202090,10,87,SP,1,817800,16,16,1818,4,0
2022,8,84249090,10,23,SP,4,817800,18,18,2259,107,0
2022,12,40103900,10,399,AM,4,227700,13,13,7891,1186,1
2022,5,84143091,11,190,SP,1,817800,23553,124849,1997518,73387,593
2022,6,32091010,10,23,SP,1,817800,1073,1073,21531,395,0
2022,7,94013900,11,160,SP,1,817800,27504,275458,762868,229104,896
2022,9,85122019,11,386,MG,4,817600,30,2,106,17,0
2022,3,84425000,10,386,SP,1,817800,731,731,40145,1230,63
2022,2,85176259,11,455,SC,4,817700,269,32,30832,288,11
2022,3,28141000,10,249,SP,4,817700,0,0,76,45,0
2022,12,73182400,10,249,PA,4,817700,1,1,102,6,0
2022,11,48219000,10,160,AM,1,817800,490,490,4682,1230,1
2022,2,76090000,10,386,SC,1,917800,1,1,328,1,0
2022,4,85423939,11,455,AM,4,227700,1852498,498,606354,28270,353
2022,2,85340033,11,160,AM,4,227700,2540069,22365,1442012,431357,526
2022,3,33059000,10,247,SP,1,817800,2180,2180,14144,769,3
2022,4,84138100,11,160,SP,1,817800,8581,13402,125135,10771,142
2022,10,85423221,11,160,SC,4,817700,4000,1,360,13,0
2022,1,83023000,10,160,PR,1,917800,205,205,1517,148,0
2022,6,84139190,10,72,SC,4,927800,78,78,1961,870,4
2022,4,90319090,10,244,RJ,4,717700,1,1,540,9,0
2022,6,87089200,11,87,PR,1,917800,1899,6489,79866,1840,14
2022,8,90282020,11,160,SP,1,817800,175,9745,33433,5911,27
2022,11,39089090,10,767,SP,1,817800,25928,25928,76852,2992,45
2022,8,32089031,10,573,SP,1,817800,1500,1500,12284,286,3
2022,8,84818092,11,249,SP,4,817600,81108,3432,381065,30453,308
2022,10,28275900,10,249,SP,4,817600,0,0,174,1,0
2022,3,76129019,10,586,MG,7,917500,13368,13368,67724,3961,175
2022,3,84249090,10,628,MG,4,817600,95,95,22331,1547,0
2022,5,84818093,11,160,RJ,1,717600,1,6,41,3,0
2022,6,84159090,10,399,PR,1,917800,742,742,56495,349,10
2022,1,42031000,10,386,SP,4,817700,16,16,13961,266,13
2022,3,84145190,11,23,RJ,4,717700,5,19,1748,413,2
2022,4,84229090,10,386,SP,4,817700,1905,1905,489214,28792,481
2022,8,82130000,10,576,SP,4,817600,569,569,3237,4183,0
2022,5,28112210,10,160,CE,1,817800,137469,137469,125505,83120,285
2022,9,30021229,10,628,SP,4,817600,114,114,24376,6003,769
2022,2,40169990,10,386,SP,1,817800,12631,12631,218200,6823,113
2022,8,85443000,10,493,MG,1,717600,546,546,15679,69,7
2022,1,84821090,11,160,PE,1,927700,4950,1361,6156,1394,0
2022,10,40169300,10,160,SC,4,817700,14,14,3339,318,6
2022,6,42022220,11,160,AL,1,717600,237220,77514,167600,31385,140
2022,11,84099999,10,603,MG,1,717600,2862,2862,43826,314,20
2022,2,85176299,11,249,ES,4,817600,2,5,4817,86,5
2022,11,90303319,11,249,MG,1,817800,141,32,3049,12,1
2022,12,73182900,10,538,RJ,4,717700,82,82,14351,1708,25
2022,7,90183190,11,493,SP,4,817700,96000,12,2604,1259,0
2022,11,85411021,11,160,MG,1,817800,117500,21,2388,15,1
2022,2,85444200,10,267,MG,1,817800,48,48,2073,31,0
2022,7,84509090,10,160,SP,1,817800,6186,6186,101335,8475,206
2022,11,84812090,11,249,SC,1,927800,128,103,15345,174,28
2022,6,85044090,11,399,SP,4,817600,3472,36105,1513902,908459,1286
2022,8,41079210,15,607,MG,4,817600,671,657,1094,1438,0
2022,7,73181600,10,160,MG,1,817800,19518,19518,72462,6327,44
2022,3,55101113,10,87,SP,1,817800,420,420,1597,72,3
2022,1,32041912,10,232,SP,4,817700,65,65,1025,271,0
2022,10,61159600,13,249,MG,1,817800,144,7,553,13,0
2022,6,87149200,10,351,SC,4,817600,1,1,259,75,1
2022,3,85045000,11,267,PR,4,917900,156304,36,6858,511,10
2022,4,85181090,11,420,ES,4,817700,37,66,6366,525,10
2022,2,84099929,11,399,RS,1,817800,29,66,1934,48,1
2022,11,38159099,10,87,SP,1,817800,13780,13780,71316,1517,20
2022,9,83111000,10,776,SP,1,817800,40000,40000,68621,12450,85
2022,5,73269090,10,628,RJ,4,717700,2593,2593,391851,31361,92
2022,1,85044030,11,249,MG,1,817800,248,360,25263,97,15
2022,5,85365090,11,161,SP,1,817800,113482,889,70670,1131,55
2022,4,87116000,11,160,PA,1,817800,60,4320,9313,5655,0
2022,10,73181500,10,105,PE,7,617700,70,70,393,10,0
2022,6,87082999,11,628,SC,4,817700,168,57,158,509,0
2022,9,90321090,11,23,SP,4,817700,867,110,10625,2073,8
2022,6,84195090,11,160,SP,4,817600,166,1285,34657,16056,46
2022,4,88079000,10,249,PR,4,917900,6,6,33300,1060,24
2022,6,54072000,10,160,RN,1,927700,24950,24950,47809,7878,0
2022,10,90189099,11,160,MG,4,817600,19456,3938,1077876,115029,731
2022,1,84821010,11,160,SC,1,927800,7411367,880571,4275249,400661,4839
2022,6,48239099,10,399,SP,4,817600,1,1,642,103,0
2022,7,84389000,10,23,SP,4,817700,695,695,118655,6152,235
2022,8,84812090,11,386,PR,1,917800,4953,13977,423026,3377,192
2022,8,22042100,17,275,SP,1,817800,77774,77626,346757,22729,504
2022,7,85413029,11,160,MG,4,817700,25051,60,13689,786,6
2022,5,54076100,10,160,ES,1,817800,153582,153582,689635,57709,262
2022,2,39174090,10,386,MG,1,817800,1359,1359,17242,2052,22
2022,1,85011029,11,573,SP,4,817700,1,0,1656,19,2
2022,8,40169300,10,628,SP,4,817700,229,229,87409,6824,38
2022,12,39012029,10,386,SP,1,817800,49500,49500,116420,10160,616
2022,10,90291010,11,249,RJ,4,717700,4,0,982,1,0
2022,2,84213990,11,399,SP,4,817600,185,331,17930,3555,23
2022,3,68129910,10,791,SP,4,817700,0,0,64,0,0
2022,2,85332190,11,249,PR,4,917900,4198,0,897,8,2
2022,6,85354010,11,249,SP,4,817600,5,14,750,215,1
2022,6,82130000,10,160,SP,1,717600,829,829,1038,453,0
2022,11,90041000,11,386,SP,4,817600,92986,14584,1841506,105635,253
2022,9,85044010,11,23,ES,4,817700,1,1,93,11,0
2022,8,73181600,10,232,SP,1,817800,1933,1933,16082,654,4
2022,2,49111090,10,351,AM,4,227700,0,0,3,0,0
2022,3,56074900,10,160,SC,1,927700,939,939,768,658,0
2022,2,73079900,10,23,PE,4,417901,2,2,2224,213,1
2022,5,85437099,11,249,SC,4,817600,199,546,159775,5122,26
2022,9,90183929,11,160,PR,1,917800,160895,1520,18800,2210,19
2022,5,73129000,10,249,RJ,4,717700,21,21,12450,794,1
2022,10,84671190,11,249,SP,4,817700,35,282,20296,3266,18
2022,3,84669360,10,160,PR,1,817800,30,30,226,7,0
2022,6,84212300,11,249,MG,4,817700,703,109,23903,3342,1
