CO_ANO,CO_MES,CO_NCM,CO_UNID,CO_PAIS,SG_UF_NCM,CO_VIA,CO_URF,QT_ESTAT,KG_LIQUIDO,VL_FOB
2022,8,21069029,10,434,SP,1,817800,34,34,330
2022,8,73202010,10,149,SP,1,817800,25,25,105
2022,5,87089990,10,845,PR,7,1010252,27,27,196
2022,6,11010010,10,476,PR,1,917800,615,615,621
2022,7,38089199,10,580,SP,1,817800,1946,1946,21368
2022,12,40169990,10,827,MG,1,717600,317,317,2789
2022,9,84139190,10,756,SP,4,817700,21,21,970
2022,7,62121000,11,845,ES,4,817600,169,5,707
2022,7,84335990,11,580,RS,1,917800,1,2123,18747
2022,11,17049020,10,383,RS,1,927700,13914,13914,28882
2022,4,73042931,10,80,RJ,1,717600,91,91,1994
2022,12,42022900,11,607,SP,4,817600,6,0,5
2022,6,61032300,11,97,SC,4,817600,297,1,3427
2022,10,3074310,10,476,ES,1,727600,76,76,602
2022,8,39249000,10,275,RS,4,817700,19,19,254
2022,5,84136011,11,249,SC,4,817600,492,1816,58702
2022,2,84818099,11,845,SP,7,1017701,262,71,3202
2022,3,22083020,17,580,ES,1,727600,3,3,13
2022,1,85389090,10,820,SP,4,817600,879,879,34943
2022,12,32089039,10,351,SP,1,1017800,128,128,479
2022,9,2071400,10,493,RS,1,927800,597912,597912,1641732
2022,3,85043199,11,317,RS,4,817600,50,8,310
2022,12,7142000,10,741,RJ,1,710251,10,10,10
2022,5,84834090,11,589,SC,4,817700,2,1,223
2022,7,29419099,10,434,SP,1,817800,5,0,8
2022,3,39092029,10,63,SP,7,1017503,6228,6228,5044
2022,4,84879000,10,63,RS,7,1017500,25,25,3261
2022,7,64029990,13,249,RS,4,817700,10560,6990,165857
2022,2,73182200,10,63,SP,7,1017503,1076,1075,26019
2022,7,34031900,10,149,SP,4,817600,6,6,150
2022,3,87085099,10,158,SP,4,817700,811,811,28162
2022,3,2071200,10,467,SC,1,927700,45,45,146
2022,9,39232990,10,23,SP,4,817600,0,0,0
2022,1,9011110,21,607,MG,1,817800,719,721950,2543352
2022,7,10059010,10,399,MS,1,817800,2887915,2887915,754918
2022,12,8083000,10,301,AL,1,417902,20,20,74
2022,1,73181500,10,589,SP,4,817700,1678,1678,41275
2022,4,87088000,11,776,SP,1,817800,2690,2330,19968
2022,6,85423221,11,249,SP,4,817600,1,0,3318
2022,2,7109000,10,476,SP,1,817800,1200,260,405
2022,9,19012000,10,538,ES,1,727600,2,2,5
2022,7,90258000,11,249,SP,4,817600,2,1,474
2022,5,21031090,10,580,RS,1,1017700,156,156,329
2022,1,85118090,11,169,SP,4,817700,3,5,2814
2022,9,20087090,10,476,ES,1,727600,5,5,29
2022,2,16010000,10,337,RR,7,260152,7496,7496,17968
2022,1,40151900,13,81,SP,1,1017700,6,9,17
2022,10,73110000,10,249,ND,1,817800,35,35,4315
2022,2,73182900,10,158,SP,4,817700,498,498,26592
2022,7,69072100,15,63,SC,7,1017500,181936,4099015,2383359
2022,5,84824000,11,63,SP,7,1017503,106191,6397,141293
2022,6,87089990,10,63,SP,7,1017503,253868,253532,3044504
2022,12,84212100,11,845,SP,7,1017701,155,1898,20273
2022,5,40103300,10,485,SP,1,817800,1,1,97
2022,5,22011000,17,607,BA,1,517800,577,560,190
2022,11,7051100,10,232,SP,1,817800,89,89,375
2022,12,2064900,10,40,SC,1,927800,375871,375871,363592
2022,7,7049000,10,23,PA,1,217800,6,6,11
2022,12,15121911,10,580,SP,1,817800,305,305,998
2022,3,4014021,10,476,BA,1,517800,144,144,200
2022,3,49111010,10,845,SP,7,1017701,5,5,2
2022,10,84219999,10,589,SP,4,817600,116,113,7155
2022,7,44123900,16,764,PR,1,917800,2728,1535778,1391655
2022,1,68053090,10,589,SP,4,817600,75,75,10270
2022,1,40112090,11,63,MG,7,1017503,350,18283,57488
2022,6,33059000,10,386,MG,4,617700,390,377,2399
2022,3,32041990,10,586,SP,7,917500,225,225,6593
2022,8,64041100,13,399,SP,4,817700,341,293,4162
2022,12,62059090,11,249,SP,4,817700,2,0,3959
2022,7,84198999,11,169,SP,1,817800,3,1724,61070
2022,9,84249090,10,23,SP,1,817800,6087,6087,126504
2022,4,7069000,10,476,SP,1,817800,101,101,172
2022,7,2032100,10,476,PR,1,917800,30,30,105
2022,6,90328990,11,845,SP,7,1010351,2,0,121
2022,10,3046100,10,137,RS,1,1017700,40,40,340
2022,12,21033021,10,476,PR,1,917800,12,12,9
2022,12,38244000,10,158,SP,7,1017500,3040,3040,4720
2022,10,3035400,10,467,RJ,1,710251,30,30,105
2022,9,90262090,11,97,SP,7,147600,18,5,1540
2022,8,68029390,10,647,ES,1,817800,491252,496867,223678
2022,10,7095900,10,351,PR,1,927700,10,10,15
2022,9,85168010,11,493,RS,1,1017700,96,29,2056
2022,2,11010010,10,580,BA,1,517800,30,30,32
2022,9,84836090,11,158,SP,4,817600,3,752,9063
2022,3,84821090,11,589,PR,1,917800,12,2,153
2022,12,73249000,10,97,SP,7,147600,16,16,214
2022,7,85044050,11,759,MG,4,817600,1,5,53
2022,11,83079000,10,245,SC,1,927800,500,500,5943
2022,8,90269020,10,63,SP,4,817700,6,6,708
2022,5,7061000,10,476,PR,1,917800,443,443,759
2022,4,83024900,10,586,BA,7,917500,2,2,118
2022,10,5040090,10,281,PR,1,927800,25820,25820,14887
2022,8,30024290,10,850,SP,4,817600,733,729,123696
2022,4,4012010,10,137,SP,12,817800,72,72,90
2022,2,7020000,10,434,PA,0,210200,20,20,35
2022,3,39202090,10,586,SP,7,917500,157,157,2831
2022,3,73071910,10,845,SC,7,1017701,9102,9102,65092
2022,6,82029100,10,97,SP,7,147600,305,305,9965
2022,5,52071000,10,586,RS,7,917500,437,437,4432
2022,7,4069030,10,434,SP,1,817800,99,99,1114
2022,7,7099990,10,580,SP,1,817800,1071,1071,2017
2022,3,39199090,10,607,SP,4,817600,1,0,248
2022,1,84779000,10,741,SP,1,817800,12,12,910
2022,8,85432000,11,647,SP,7,1017701,1,0,90
2022,7,84831090,11,158,SP,4,817600,10,2,34248
2022,12,84249090,10,239,SP,4,817700,141,141,6621
2022,11,84099190,10,399,SP,4,817600,0,0,3
2022,6,5119999,10,69,PR,1,917800,6408,6408,164609
2022,6,22083020,17,351,SP,1,817800,13,10,341
2022,7,7070000,10,301,RJ,1,710251,54,54,25
2022,2,84818099,11,169,SP,1,817800,218,30,5030
2022,5,70200090,10,249,SP,4,817700,0,0,240
2022,5,62044200,11,845,SP,7,1017701,7,4,255
2022,7,22060010,17,160,MA,1,317903,14,13,130
2022,8,84136019,11,169,SP,4,817700,210,673,22788
2022,7,85437092,11,493,SP,1,817800,2085,2689,63795
2022,2,7099300,10,163,PR,1,917800,325,325,160
2022,2,90230000,10,23,SP,4,817700,0,0,77
2022,7,38140090,10,476,PR,1,927700,3,70,227
2022,2,84833029,11,586,SP,15,917500,22,6,328
2022,4,72281090,10,149,SP,1,817800,278,278,2879
2022,9,48211000,10,239,RS,4,817600,58,58,8400
2022,2,44123900,16,249,SC,1,927700,17086,9252740,7456532
2022,7,28289011,10,467,SP,1,817800,224,224,959
2022,10,96151900,10,249,SP,4,817700,6,6,18
2022,5,40101100,10,158,SP,7,1017503,46004,46004,212648
2022,2,16025000,10,476,SP,1,917800,41,36,220
2022,12,84099111,11,845,MG,7,1017701,4,2,680
2022,11,84733042,11,249,SP,4,817700,419,487,112803
2022,4,85115010,11,63,SP,7,1017500,85,489,9266
2022,5,44123100,16,607,PA,1,217800,47,24730,30203
2022,8,60069000,10,586,PR,15,917500,470,470,3648
2022,8,68029990,10,249,ES,1,717600,11589627,11592497,27863409
2022,9,22083020,17,476,ES,1,727600,9,12,218
2022,6,85363090,11,169,RS,4,817700,24,4,1131
2022,11,76151000,10,249,RJ,4,717700,50,5,267
2022,2,65050022,10,845,SC,7,1017701,143,143,3407
2022,8,64039990,13,249,SP,4,817700,3300,1787,75926
2022,5,30043999,10,249,SP,4,817700,18,18,13200
2022,3,33059000,10,249,CE,4,817600,140,141,4484
2022,4,85389090,10,488,SP,4,817600,0,0,450
2022,11,73202090,10,169,SP,4,817700,10,10,216
2022,7,84329000,10,97,SP,7,147600,36113,36113,208309
2022,5,61022000,11,169,SC,4,817700,823,8,4070
2022,9,63023100,10,249,MG,4,817600,7,7,480
2022,2,19041000,10,476,BA,1,517800,4,4,50
2022,1,74199990,10,455,RJ,4,817600,1,1,832
2022,7,20082090,10,476,MA,1,317903,20,20,59
2022,2,87085099,10,63,PR,1,927800,836,854,6552
2022,6,85364900,11,493,SP,1,817800,72,7,1638
2022,3,84137010,11,63,SP,7,1017500,124,20599,194771
2022,8,61062000,11,399,SC,4,817700,144,58,2557
2022,5,62046900,11,647,SC,4,817600,7,3,63
2022,4,3035400,10,628,ES,1,727600,20,20,52
2022,6,38245000,10,586,PR,15,917500,247271,247271,21716
2022,12,87082999,11,845,SP,7,1010351,2624,11157,75973
2022,6,40169300,10,586,PR,7,917500,1590,1590,13128
2022,10,87088000,11,63,SP,7,1017503,143122,330654,2827129
2022,1,72279000,10,160,MG,1,717600,112554,112554,55263
2022,1,33059000,10,589,SP,1,817800,31927,31927,123375
2022,9,96151900,10,63,SC,7,1017500,0,0,9
2022,1,84129090,10,63,SP,7,1017500,6,6,2325
2022,8,84841000,10,196,SP,1,817800,34,34,1147
2022,12,90322000,11,169,SP,4,817600,5,1,565
2022,12,83023000,10,63,PR,7,1017503,2866,2866,36271
2022,9,87081000,11,158,SP,7,1017500,1902,5137,50469
2022,10,64035990,13,196,SP,4,817600,32,40,1404
2022,8,73269090,10,169,PR,4,817600,1,1,26
2022,8,40111000,11,239,RJ,1,717600,3428,44773,373716
2022,4,73182200,10,741,SP,4,817700,0,0,7
2022,9,39262000,10,586,PR,7,917500,23,23,6731
2022,6,84716053,11,858,SP,4,817600,410,4,2781
2022,6,84192000,11,40,MG,4,817600,2,37,949
2022,6,48191000,10,158,SC,7,1017500,12717,12717,24259
2022,2,15171000,10,434,PR,1,917800,1,1,2
2022,4,74072910,10,249,SP,1,817800,48708,48708,574510
2022,5,87089300,11,493,SP,7,147600,1,1,44
2022,12,64022000,13,589,CE,4,817600,396,138,3180
2022,1,22090000,17,741,RS,1,1017700,37,37,18
2022,9,8072000,10,23,ES,4,817600,73752,73752,93972
2022,7,84209900,10,493,SP,4,817600,4,4,1900
2022,4,19019090,10,850,RS,7,260151,910458,910458,4004333
2022,4,5111000,22,177,SP,4,817700,300,0,1284
2022,4,96032100,11,434,PA,1,217800,2,1,2
2022,8,96081000,11,249,RS,4,817600,100,5,10
2022,7,39174090,10,63,RS,7,1017500,188,188,3516
2022,11,38112190,10,399,RJ,1,817800,9120,9120,28501
2022,4,8023200,10,476,SP,1,817800,10,25,155
2022,11,62024000,11,317,SP,4,817700,63,19,1638
2022,6,17049020,10,735,SP,1,817800,9006,9006,14493
2022,5,87034000,11,158,SP,7,1017503,56,80125,939574
